Iteration,wt,bias,mse_loss
1480,-0.73909605,19.40577,7.5061994
1481,-0.74123955,19.413706,7.4994416
1482,-0.74338186,19.421637,7.4926953
1483,-0.745523,19.429564,7.4859567
1484,-0.7476629,19.437487,7.479223
1485,-0.7498017,19.445404,7.4725013
1486,-0.75193924,19.453318,7.46578
1487,-0.7540756,19.461227,7.4590716
1488,-0.75621074,19.469131,7.452369
1489,-0.7583447,19.477032,7.4456763
1490,-0.7604775,19.484928,7.4389877
1491,-0.76260906,19.492819,7.432307
1492,-0.7647394,19.500706,7.4256334
1493,-0.76686853,19.508589,7.4189706
1494,-0.76899654,19.516466,7.412313
1495,-0.7711233,19.52434,7.4056635
1496,-0.77324885,19.53221,7.39902
1497,-0.7753733,19.540073,7.3923864
1498,-0.7774964,19.547934,7.38576
1499,-0.7796184,19.55579,7.3791394
1500,-0.7817392,19.56364,7.3725276
1501,-0.7838587,19.571487,7.365921
1502,-0.7859771,19.57933,7.359326
1503,-0.78809434,19.58717,7.3527308
1504,-0.7902104,19.595003,7.3461504
1505,-0.79232526,19.602833,7.3395767
1506,-0.79443896,19.610659,7.3330064
1507,-0.7965515,19.618479,7.326444
1508,-0.79866284,19.626295,7.3198934
1509,-0.8007729,19.634108,7.3133445
1510,-0.8028819,19.641916,7.306805
1511,-0.80498976,19.64972,7.300274
1512,-0.80709636,19.657518,7.2937503
1513,-0.80920184,19.665314,7.287233
1514,-0.8113061,19.673103,7.2807236
1515,-0.8134092,19.68089,7.27422
1516,-0.8155111,19.688671,7.2677264
1517,-0.8176119,19.69645,7.2612357
1518,-0.8197115,19.704222,7.254754
1519,-0.8218099,19.71199,7.248281
1520,-0.82390714,19.719755,7.2418137
1521,-0.8260032,19.727514,7.2353578
1522,-0.828098,19.73527,7.228904
1523,-0.8301917,19.743021,7.2224593
1524,-0.8322842,19.750769,7.2160215
1525,-0.8343756,19.75851,7.2095923
1526,-0.8364658,19.766249,7.2031674
1527,-0.83855474,19.773983,7.1967545
1528,-0.84064263,19.781712,7.190345
1529,-0.8427293,19.789436,7.1839447
1530,-0.8448147,19.797157,7.1775484
1531,-0.846899,19.804874,7.171162
1532,-0.84898216,19.812586,7.1647806
1533,-0.85106415,19.820293,7.1584086
1534,-0.85314494,19.827997,7.152044
1535,-0.85522455,19.835697,7.1456857
1536,-0.8573031,19.843391,7.139335
1537,-0.85938036,19.851082,7.1329904
1538,-0.8614565,19.858768,7.126654
1539,-0.86353153,19.866451,7.120322
1540,-0.8656054,19.874128,7.114
1541,-0.8676781,19.881802,7.107682
1542,-0.8697496,19.889471,7.1013722
1543,-0.87182,19.897137,7.0950723
1544,-0.8738892,19.904797,7.088778
1545,-0.87595725,19.912453,7.08249
1546,-0.87802416,19.920105,7.0762076
1547,-0.8800899,19.927753,7.069936
1548,-0.8821545,19.935396,7.0636697
1549,-0.884218,19.943035,7.057409
1550,-0.88628024,19.95067,7.0511565
1551,-0.88834137,19.958302,7.044912
1552,-0.89040136,19.965927,7.03867
1553,-0.89246017,19.973549,7.0324416
1554,-0.8945178,19.981167,7.0262136
1555,-0.89657426,19.988781,7.019999
1556,-0.89862967,19.99639,7.0137854
1557,-0.9006838,20.003994,7.007584
1558,-0.90273684,20.011595,7.001386
1559,-0.9047887,20.019192,6.9951935
1560,-0.90683943,20.026785,6.9890137
1561,-0.9088891,20.034372,6.9828353
1562,-0.9109376,20.041956,6.976667
1563,-0.9129849,20.049536,6.970506
1564,-0.91503114,20.057112,6.9643474
1565,-0.91707623,20.064682,6.958201
1566,-0.91912013,20.072248,6.9520583
1567,-0.92116284,20.079811,6.945923
1568,-0.9232044,20.08737,6.939794
1569,-0.92524487,20.094925,6.9336753
1570,-0.92728424,20.102474,6.927562
1571,-0.9293224,20.11002,6.921453
1572,-0.93135947,20.117561,6.9153514
1573,-0.9333954,20.1251,6.9092584
1574,-0.9354302,20.132631,6.9031744
1575,-0.9374638,20.14016,6.897092
1576,-0.9394962,20.147684,6.8910203
1577,-0.9415275,20.155205,6.884954
1578,-0.9435577,20.162722,6.8788915
1579,-0.9455868,20.170233,6.8728404
1580,-0.94761467,20.17774,6.8667955
1581,-0.9496414,20.185244,6.8607564
1582,-0.951667,20.192743,6.8547225
1583,-0.95369154,20.20024,6.848695
1584,-0.955715,20.20773,6.8426776
1585,-0.95773727,20.215216,6.8366632
1586,-0.9597584,20.222698,6.8306603
1587,-0.9617784,20.230177,6.8246613
1588,-0.9637973,20.237652,6.818667
1589,-0.96581507,20.245121,6.812683
1590,-0.9678317,20.252586,6.8067026
1591,-0.9698471,20.260048,6.8007326
1592,-0.97186136,20.267506,6.794764
1593,-0.97387457,20.27496,6.7888074
1594,-0.9758867,20.282408,6.7828546
1595,-0.97789764,20.289852,6.7769113
1596,-0.9799074,20.297293,6.7709723
1597,-0.98191607,20.30473,6.7650404
1598,-0.9839236,20.312162,6.7591147
1599,-0.9859301,20.319592,6.7531953
1600,-0.9879355,20.327015,6.747285
1601,-0.9899397,20.334435,6.7413764
1602,-0.99194276,20.34185,6.735479
1603,-0.99394476,20.349262,6.729584
1604,-0.9959456,20.35667,6.7237005
1605,-0.99794537,20.364073,6.7178183
1606,-0.999944,20.371471,6.71195
1607,-1.0019414,20.378866,6.706084
1608,-1.0039377,20.386257,6.7002225
1609,-1.0059329,20.393644,6.6943707
1610,-1.0079271,20.401028,6.6885214
1611,-1.0099201,20.408405,6.682685
1612,-1.011912,20.41578,6.676852
1613,-1.0139027,20.42315,6.671024
1614,-1.0158923,20.430515,6.6652045
1615,-1.0178808,20.437878,6.659389
1616,-1.0198683,20.445236,6.6535826
1617,-1.0218546,20.45259,6.6477814
1618,-1.02384,20.45994,6.641987
1619,-1.0258241,20.467285,6.6361966
1620,-1.0278071,20.474627,6.6304183
1621,-1.029789,20.481964,6.624643
1622,-1.0317698,20.489298,6.6188736
1623,-1.0337495,20.496628,6.6131105
1624,-1.0357282,20.503952,6.6073575
1625,-1.0377058,20.511272,6.6016073
1626,-1.0396821,20.518589,6.5958657
1627,-1.0416573,20.525902,6.5901284
1628,-1.0436314,20.53321,6.5843987
1629,-1.0456045,20.540516,6.5786753
1630,-1.0475764,20.547817,6.5729575
1631,-1.0495474,20.555113,6.567248
1632,-1.0515171,20.562405,6.5615454
1633,-1.0534858,20.569693,6.555848
1634,-1.0554533,20.576977,6.550156
1635,-1.0574197,20.584257,6.5444703
1636,-1.0593851,20.591534,6.5387917
1637,-1.0613494,20.598806,6.5331182
1638,-1.0633125,20.606073,6.5274515
1639,-1.0652746,20.613337,6.521793
1640,-1.0672355,20.620596,6.5161414
1641,-1.0691953,20.627851,6.510494
1642,-1.071154,20.635103,6.5048532
1643,-1.0731115,20.642351,6.4992175
1644,-1.0750681,20.649595,6.49359
1645,-1.0770236,20.656836,6.4879675
1646,-1.0789781,20.66407,6.482353
1647,-1.0809313,20.6713,6.4767456
1648,-1.0828835,20.678528,6.4711404
1649,-1.0848346,20.685751,6.465544
1650,-1.0867845,20.69297,6.4599557
1651,-1.0887334,20.700186,6.454368
1652,-1.0906812,20.707397,6.448793
1653,-1.0926279,20.714605,6.4432178
1654,-1.0945736,20.721807,6.4376535
1655,-1.0965182,20.729006,6.4320946
1656,-1.0984615,20.7362,6.426543
1657,-1.1004038,20.743391,6.4209986
1658,-1.102345,20.750578,6.4154577
1659,-1.1042851,20.757761,6.4099207
1660,-1.1062242,20.76494,6.4043937
1661,-1.1081623,20.772116,6.3988714
1662,-1.1100993,20.779287,6.3933563
1663,-1.1120353,20.786453,6.387845
1664,-1.11397,20.793615,6.382341
1665,-1.1159037,20.800774,6.3768454
1666,-1.1178362,20.807928,6.371354
1667,-1.1197677,20.815079,6.36587
1668,-1.121698,20.822226,6.360392
1669,-1.1236273,20.829369,6.3549185
1670,-1.1255555,20.836508,6.3494525
1671,-1.1274828,20.843643,6.3439913
1672,-1.129409,20.850775,6.3385363
1673,-1.1313341,20.857903,6.3330865
1674,-1.1332582,20.865025,6.3276453
1675,-1.1351812,20.872143,6.3222117
1676,-1.137103,20.879257,6.3167825
1677,-1.1390237,20.886368,6.3113565
1678,-1.1409433,20.893475,6.3059382
1679,-1.1428618,20.900578,6.300526
1680,-1.1447793,20.907677,6.2951217
1681,-1.1466957,20.914772,6.289721
1682,-1.1486111,20.921864,6.284328
1683,-1.1505255,20.928951,6.2789407
1684,-1.1524388,20.936035,6.273556
1685,-1.154351,20.943113,6.268181
1686,-1.156262,20.950188,6.262814
1687,-1.158172,20.957258,6.2574496
1688,-1.1600809,20.964325,6.252093
1689,-1.1619886,20.971388,6.2467413
1690,-1.1638954,20.978447,6.2413974
1691,-1.165801,20.985502,6.236058
1692,-1.1677057,20.992554,6.230723
1693,-1.1696092,20.999601,6.2253976
1694,-1.1715118,21.006645,6.2200766
1695,-1.1734133,21.013685,6.2147574
1696,-1.1753137,21.020721,6.2094483
1697,-1.1772131,21.027754,6.2041445
1698,-1.1791115,21.034782,6.1988463
1699,-1.1810088,21.041807,6.1935525
1700,-1.1829052,21.048826,6.188269
1701,-1.1848004,21.055841,6.182988
1702,-1.1866944,21.062853,6.1777143
1703,-1.1885873,21.06986,6.1724463
1704,-1.1904792,21.076864,6.1671844
1705,-1.1923699,21.083864,6.1619277
1706,-1.1942596,21.09086,6.1566763
1707,-1.1961483,21.097853,6.1514325
1708,-1.1980358,21.104841,6.1461935
1709,-1.1999224,21.111826,6.140962
1710,-1.201808,21.118807,6.1357317
1711,-1.2036926,21.125784,6.1305113
1712,-1.2055761,21.132757,6.1252975
1713,-1.2074585,21.139727,6.1200876
1714,-1.2093399,21.146692,6.114881
1715,-1.2112203,21.153654,6.109684
1716,-1.2130996,21.160612,6.1044908
1717,-1.214978,21.167566,6.099304
1718,-1.2168553,21.174517,6.094124
1719,-1.2187315,21.181463,6.0889473
1720,-1.2206068,21.188404,6.083778
1721,-1.2224809,21.195341,6.078617
1722,-1.2243538,21.202274,6.0734596
1723,-1.2262256,21.209204,6.0683093
1724,-1.2280964,21.21613,6.063163
1725,-1.229966,21.223051,6.058025
1726,-1.2318348,21.229969,6.052891
1727,-1.2337023,21.236883,6.04776
1728,-1.2355689,21.243793,6.0426407
1729,-1.2374344,21.2507,6.037524
1730,-1.2392988,21.257603,6.0324097
1731,-1.2411623,21.264502,6.0273066
1732,-1.2430247,21.271397,6.022206
1733,-1.244886,21.278288,6.0171127
1734,-1.2467464,21.285175,6.0120215
1735,-1.2486057,21.292059,6.006942
1736,-1.250464,21.298939,6.001865
1737,-1.2523212,21.305815,5.9967904
1738,-1.2541775,21.312687,5.991727
1739,-1.2560326,21.319555,5.986667
1740,-1.2578868,21.32642,5.981611
1741,-1.2597399,21.33328,5.9765615
1742,-1.261592,21.340137,5.9715195
1743,-1.2634431,21.34699,5.9664807
1744,-1.2652931,21.35384,5.9614496
1745,-1.2671422,21.360685,5.9564214
1746,-1.2689902,21.367527,5.9514036
1747,-1.2708371,21.374365,5.946389
1748,-1.272683,21.381199,5.941376
1749,-1.2745279,21.38803,5.936375
1750,-1.2763718,21.394855,5.931376
1751,-1.2782147,21.401678,5.9263835
1752,-1.2800565,21.408497,5.9213943
1753,-1.2818973,21.415312,5.916412
1754,-1.2837371,21.422123,5.911439
1755,-1.2855757,21.42893,5.906466
1756,-1.2874135,21.435734,5.901502
1757,-1.2892501,21.442533,5.8965416
1758,-1.2910857,21.44933,5.891589
1759,-1.2929204,21.456121,5.8866386
1760,-1.294754,21.46291,5.881699
1761,-1.2965866,21.469694,5.8767614
1762,-1.2984182,21.476475,5.87183
1763,-1.3002486,21.483252,5.8669024
1764,-1.3020781,21.490025,5.8619843
1765,-1.3039066,21.496794,5.8570666
1766,-1.305734,21.50356,5.8521566
1767,-1.3075604,21.51032,5.847255
1768,-1.3093858,21.517078,5.842356
1769,-1.31121,21.523832,5.8374605
1770,-1.3130333,21.530582,5.8325744
1771,-1.3148557,21.537329,5.827691
1772,-1.316677,21.544071,5.8228154
1773,-1.3184972,21.55081,5.817944
1774,-1.3203163,21.557545,5.813081
1775,-1.3221345,21.564276,5.8082204
1776,-1.3239517,21.571003,5.803365
1777,-1.3257679,21.577726,5.7985144
1778,-1.327583,21.584446,5.793673
1779,-1.3293971,21.591162,5.7888336
1780,-1.3312101,21.597874,5.7840004
1781,-1.3330221,21.604582,5.7791724
1782,-1.334833,21.611286,5.774353
1783,-1.336643,21.617987,5.7695374
1784,-1.3384519,21.624683,5.764724
1785,-1.3402598,21.631376,5.7599206
1786,-1.3420666,21.638067,5.7551184
1787,-1.3438727,21.644754,5.750322
1788,-1.3456777,21.651438,5.7455316
1789,-1.3474818,21.658117,5.7407446
1790,-1.3492849,21.664793,5.735966
1791,-1.351087,21.671465,5.731191
1792,-1.3528881,21.678133,5.726423
1793,-1.3546883,21.684797,5.721658
1794,-1.3564874,21.691458,5.7168994
1795,-1.3582854,21.698114,5.7121496
1796,-1.3600825,21.704767,5.7073984
1797,-1.3618785,21.711416,5.702657
1798,-1.3636736,21.718061,5.6979227
1799,-1.3654675,21.724703,5.6931906
1800,-1.3672606,21.73134,5.688465
1801,-1.3690525,21.737974,5.683742
1802,-1.3708434,21.744604,5.679029
1803,-1.3726332,21.75123,5.6743197
1804,-1.3744221,21.757853,5.6696124
1805,-1.37621,21.764471,5.6649146
1806,-1.3779968,21.771086,5.6602187
1807,-1.3797826,21.777699,5.65553
1808,-1.3815675,21.784307,5.650845
1809,-1.3833514,21.790913,5.6461673
1810,-1.3851345,21.797514,5.6414914
1811,-1.3869165,21.804111,5.6368227
1812,-1.3886976,21.810705,5.6321616
1813,-1.3904777,21.817295,5.6275015
1814,-1.3922566,21.823881,5.62285
1815,-1.3940346,21.830463,5.618202
1816,-1.3958117,21.837042,5.6135592
1817,-1.3975877,21.843616,5.6089225
1818,-1.3993627,21.850187,5.604293
1819,-1.4011366,21.856754,5.599666
1820,-1.4029095,21.863317,5.595046
1821,-1.4046814,21.869877,5.590427
1822,-1.4064523,21.876434,5.5858183
1823,-1.4082223,21.882988,5.58121
1824,-1.4099914,21.889538,5.5766077
1825,-1.4117595,21.896084,5.5720124
1826,-1.4135267,21.902626,5.567422
1827,-1.4152927,21.909164,5.562838
1828,-1.4170579,21.915699,5.5582576
1829,-1.418822,21.92223,5.553681
1830,-1.4205852,21.928757,5.549113
1831,-1.4223472,21.93528,5.5445466
1832,-1.4241083,21.9418,5.53999
1833,-1.4258683,21.948315,5.5354333
1834,-1.4276273,21.954826,5.5308843
1835,-1.4293853,21.961336,5.526341
1836,-1.4311424,21.967842,5.5218
1837,-1.4328986,21.974344,5.5172653
1838,-1.4346539,21.980843,5.512736
1839,-1.4364082,21.987337,5.5082116
1840,-1.4381615,21.993828,5.5036936
1841,-1.4399137,22.000315,5.499179
1842,-1.441665,22.006798,5.49467
1843,-1.4434153,22.013277,5.490167
1844,-1.4451646,22.019753,5.4856668
1845,-1.4469128,22.026226,5.4811745
1846,-1.4486601,22.032696,5.4766846
1847,-1.4504066,22.039162,5.4721994
1848,-1.452152,22.045624,5.4677224
1849,-1.4538965,22.052082,5.463246
1850,-1.4556401,22.058537,5.458779
1851,-1.4573826,22.064987,5.454315
1852,-1.4591241,22.071434,5.449856
1853,-1.4608645,22.077877,5.4454036
1854,-1.462604,22.084316,5.4409537
1855,-1.4643425,22.090754,5.4365096
1856,-1.4660801,22.097187,5.432071
1857,-1.4678167,22.103617,5.4276366
1858,-1.4695524,22.110043,5.423207
1859,-1.4712871,22.116465,5.4187827
1860,-1.4730209,22.122883,5.414363
1861,-1.4747536,22.129297,5.4099493
1862,-1.4764854,22.135708,5.4055405
1863,-1.4782162,22.142117,5.401136
1864,-1.479946,22.148521,5.396737
1865,-1.4816749,22.154922,5.392343
1866,-1.4834028,22.16132,5.3879538
1867,-1.4851298,22.167713,5.3835692
1868,-1.4868559,22.174103,5.379188
1869,-1.488581,22.180489,5.3748155
1870,-1.490305,22.18687,5.3704443
1871,-1.492028,22.193249,5.3660808
1872,-1.49375,22.199625,5.361721
1873,-1.4954711,22.205997,5.357364
1874,-1.4971913,22.212366,5.3530154
1875,-1.4989105,22.21873,5.3486686
1876,-1.5006288,22.225092,5.344327
1877,-1.502346,22.23145,5.339993
1878,-1.5040623,22.237803,5.335662
1879,-1.5057776,22.244154,5.331337
1880,-1.5074921,22.250502,5.327014
1881,-1.5092056,22.256845,5.322697
1882,-1.5109181,22.263186,5.3183846
1883,-1.5126297,22.269522,5.3140798
1884,-1.5143403,22.275854,5.3097796
1885,-1.5160499,22.282183,5.305481
1886,-1.5177585,22.28851,5.301189
1887,-1.5194663,22.294832,5.296901
1888,-1.5211731,22.301151,5.2926188
1889,-1.522879,22.307467,5.2883387
1890,-1.5245839,22.313778,5.2840667
1891,-1.5262878,22.320086,5.279798
1892,-1.5279907,22.32639,5.2755356
1893,-1.5296926,22.332691,5.2712774
1894,-1.5313936,22.33899,5.267021
1895,-1.5330938,22.345284,5.262773
1896,-1.534793,22.351574,5.2585273
1897,-1.5364912,22.35786,5.2542877
1898,-1.5381883,22.364143,5.2500544
1899,-1.5398846,22.370422,5.2458243
1900,-1.5415798,22.3767,5.241597
1901,-1.5432743,22.382973,5.237378
1902,-1.5449677,22.389242,5.233162
1903,-1.5466602,22.395508,5.2289505
1904,-1.5483518,22.40177,5.224744
1905,-1.5500423,22.408028,5.2205415
1906,-1.5517318,22.414284,5.2163444
1907,-1.5534205,22.420536,5.212151
1908,-1.5551083,22.426785,5.2079625
1909,-1.5567951,22.43303,5.2037807
1910,-1.558481,22.43927,5.199603
1911,-1.5601659,22.445507,5.195431
1912,-1.5618498,22.451742,5.191259
1913,-1.5635328,22.457973,5.1870947
1914,-1.565215,22.464201,5.182933
1915,-1.5668961,22.470425,5.178779
1916,-1.5685763,22.476645,5.17463
1917,-1.5702556,22.48286,5.170486
1918,-1.5719339,22.489075,5.1663427
1919,-1.5736113,22.495285,5.1622047
1920,-1.5752877,22.501492,5.1580725
1921,-1.5769632,22.507694,5.1539464
1922,-1.5786377,22.513893,5.149825
1923,-1.5803113,22.52009,5.145705
1924,-1.581984,22.526283,5.141593
1925,-1.5836558,22.532473,5.137482
1926,-1.5853267,22.538658,5.1333804
1927,-1.5869966,22.54484,5.1292777
1928,-1.5886655,22.551018,5.1251855
1929,-1.5903335,22.557194,5.1210947
1930,-1.5920006,22.563366,5.1170087
1931,-1.5936668,22.569534,5.1129274
1932,-1.595332,22.575699,5.108851
1933,-1.5969963,22.58186,5.104779
1934,-1.5986596,22.588018,5.100712
1935,-1.600322,22.594173,5.096647
1936,-1.6019835,22.600325,5.0925894
1937,-1.6036441,22.606472,5.088535
1938,-1.6053038,22.612616,5.0844846
1939,-1.6069624,22.618757,5.0804396
1940,-1.6086203,22.624895,5.0763984
1941,-1.6102772,22.63103,5.0723624
1942,-1.6119331,22.63716,5.068332
1943,-1.6135881,22.643286,5.064306
1944,-1.6152421,22.64941,5.060282
1945,-1.6168953,22.65553,5.0562634
1946,-1.6185476,22.661648,5.05225
1947,-1.620199,22.66776,5.048243
1948,-1.6218493,22.67387,5.044239
1949,-1.6234987,22.679977,5.0402384
1950,-1.6251472,22.68608,5.036242
1951,-1.6267949,22.69218,5.0322504
1952,-1.6284417,22.698277,5.0282664
1953,-1.6300874,22.704369,5.024285
1954,-1.6317321,22.710459,5.020305
1955,-1.633376,22.716545,5.016332
1956,-1.6350191,22.722628,5.012363
1957,-1.6366612,22.728706,5.0084
1958,-1.6383023,22.734783,5.0044394
1959,-1.6399426,22.740856,5.000483
1960,-1.641582,22.746925,4.9965315
1961,-1.6432205,22.75299,4.9925857
1962,-1.644858,22.759052,4.988644
1963,-1.6464945,22.765112,4.9847054
1964,-1.6481302,22.771168,4.980773
1965,-1.649765,22.77722,4.976844
1966,-1.6513989,22.783268,4.972918
1967,-1.6530318,22.789312,4.9689994
1968,-1.6546637,22.795355,4.9650836
1969,-1.6562947,22.801394,4.961173
1970,-1.6579249,22.807428,4.9572654
1971,-1.6595541,22.81346,4.9533644
1972,-1.6611824,22.819489,4.9494653
1973,-1.6628098,22.825514,4.9455695
1974,-1.6644365,22.831535,4.9416804
1975,-1.6660621,22.837553,4.937794
1976,-1.6676868,22.843569,4.933915
1977,-1.6693106,22.84958,4.930039
1978,-1.6709335,22.855589,4.926165
1979,-1.6725554,22.861593,4.9222994
1980,-1.6741765,22.867596,4.918434
1981,-1.6757966,22.873594,4.914576
1982,-1.677416,22.87959,4.9107203
1983,-1.6790345,22.88558,4.9068694
1984,-1.6806519,22.891567,4.9030237
1985,-1.6822684,22.897552,4.899183
1986,-1.683884,22.903534,4.8953443
1987,-1.6854988,22.909512,4.891513
1988,-1.6871126,22.915485,4.8876834
1989,-1.6887255,22.921457,4.8838577
1990,-1.6903374,22.927425,4.880038
1991,-1.6919485,22.93339,4.876222
1992,-1.6935587,22.93935,4.8724093
1993,-1.695168,22.945309,4.8686023
1994,-1.6967764,22.951263,4.864799
1995,-1.6983839,22.957214,4.8609996
1996,-1.6999905,22.963161,4.857204
1997,-1.7015961,22.969107,4.853412
1998,-1.7032009,22.975048,4.849628
1999,-1.7048049,22.980986,4.845847
2000,-1.7064079,22.98692,4.8420663
2001,-1.70801,22.992851,4.838294
2002,-1.7096112,22.99878,4.8345256
2003,-1.7112114,23.004704,4.8307605
2004,-1.7128108,23.010626,4.826999
2005,-1.7144094,23.016544,4.823242
2006,-1.716007,23.022459,4.819489
2007,-1.7176038,23.02837,4.81574
2008,-1.7191997,23.034279,4.8119955
2009,-1.7207947,23.040184,4.8082557
2010,-1.7223889,23.046085,4.8045197
2011,-1.7239821,23.051983,4.80079
2012,-1.7255744,23.057878,4.7970614
2013,-1.7271658,23.06377,4.7933383
2014,-1.7287563,23.069658,4.7896194
2015,-1.730346,23.075542,4.7859035
2016,-1.7319345,23.081425,4.7821927
2017,-1.7335224,23.087303,4.7784867
2018,-1.7351093,23.093178,4.7747846
2019,-1.7366953,23.09905,4.7710867
2020,-1.7382805,23.10492,4.76739
2021,-1.7398648,23.110785,4.763701
2022,-1.7414483,23.116646,4.760013
2023,-1.7430308,23.122505,4.7563334
2024,-1.7446125,23.12836,4.752654
2025,-1.7461932,23.134212,4.7489805
2026,-1.747773,23.140062,4.7453103
2027,-1.7493521,23.145908,4.741645
2028,-1.7509303,23.15175,4.7379837
2029,-1.7525076,23.157589,4.734327
2030,-1.7540839,23.163425,4.7306743
2031,-1.7556593,23.169258,4.727024
2032,-1.7572339,23.175087,4.72338
2033,-1.7588075,23.180914,4.719738
2034,-1.7603804,23.186737,4.7161016
2035,-1.7619524,23.192556,4.7124686
2036,-1.7635235,23.198372,4.708841
2037,-1.7650936,23.204185,4.7052155
2038,-1.7666628,23.209995,4.701595
2039,-1.7682313,23.215801,4.6979795
2040,-1.7697988,23.221605,4.694364
2041,-1.7713654,23.227406,4.690757
2042,-1.7729312,23.233202,4.6871533
2043,-1.7744962,23.238995,4.6835523
2044,-1.7760602,23.244785,4.679958
2045,-1.7776234,23.250572,4.6763635
2046,-1.7791857,23.256355,4.6727753
2047,-1.7807469,23.262136,4.669192
2048,-1.7823075,23.267914,4.665609
2049,-1.7838671,23.273687,4.6620374
2050,-1.7854258,23.279459,4.658463
2051,-1.7869837,23.285227,4.654895
2052,-1.7885408,23.29099,4.6513314
2053,-1.790097,23.296753,4.647771
2054,-1.7916523,23.302511,4.644213
2055,-1.7932068,23.308266,4.640662
2056,-1.7947603,23.314016,4.637113
2057,-1.796313,23.319765,4.633568
2058,-1.7978649,23.32551,4.630027
2059,-1.7994158,23.331251,4.6264925
2060,-1.8009658,23.33699,4.6229568
2061,-1.802515,23.342726,4.619428
2062,-1.8040634,23.348457,4.615908
2063,-1.8056109,23.354187,4.6123843
2064,-1.8071575,23.359913,4.6088676
2065,-1.8087033,23.365635,4.605357
2066,-1.8102481,23.371355,4.601849
2067,-1.8117921,23.377071,4.598343
2068,-1.8133353,23.382784,4.5948434
2069,-1.8148775,23.388494,4.5913453
2070,-1.816419,23.394201,4.58785
2071,-1.8179597,23.399904,4.5843635
2072,-1.8194994,23.405605,4.580877
2073,-1.8210382,23.411303,4.5773954
2074,-1.8225763,23.416996,4.573917
2075,-1.8241134,23.422688,4.5704427
2076,-1.8256497,23.428375,4.5669727
2077,-1.8271852,23.43406,4.563508
2078,-1.8287197,23.439741,4.5600457
2079,-1.8302535,23.44542,4.556586
2080,-1.8317864,23.451094,4.553132
2081,-1.8333184,23.456766,4.5496826
2082,-1.8348496,23.462435,4.5462337
2083,-1.8363799,23.4681,4.542793
2084,-1.8379093,23.473763,4.539353
2085,-1.839438,23.479422,4.535918
2086,-1.8409657,23.485077,4.5324874
2087,-1.8424926,23.49073,4.529059
2088,-1.8440186,23.49638,4.5256352
2089,-1.8455437,23.502026,4.5222178
2090,-1.847068,23.50767,4.5187993
2091,-1.8485914,23.51331,4.515387
2092,-1.8501141,23.518946,4.5119815
2093,-1.8516358,23.52458,4.508575
2094,-1.8531567,23.53021,4.505175
2095,-1.8546767,23.535837,4.5017786
2096,-1.8561959,23.541462,4.4983864
2097,-1.8577143,23.547083,4.494996
2098,-1.8592318,23.5527,4.491612
2099,-1.8607484,23.558315,4.488229
2100,-1.8622642,23.563927,4.4848533
2101,-1.8637791,23.569534,4.481478
2102,-1.865293,23.57514,4.4781075
2103,-1.8668063,23.580742,4.474743
2104,-1.8683186,23.58634,4.4713807
2105,-1.86983,23.591936,4.4680204
2106,-1.8713406,23.597528,4.464666
2107,-1.8728504,23.603119,4.461314
2108,-1.8743594,23.608706,4.457967
2109,-1.8758675,23.614288,4.454621
2110,-1.8773748,23.61987,4.451283
2111,-1.8788812,23.625446,4.447945
2112,-1.8803868,23.63102,4.444613
2113,-1.8818916,23.636591,4.4412837
2114,-1.8833956,23.642159,4.437959
2115,-1.8848985,23.647722,4.4346375
2116,-1.8864007,23.653284,4.43132
2117,-1.887902,23.658842,4.428005
2118,-1.8894025,23.664398,4.4246955
2119,-1.8909023,23.66995,4.4213867
2120,-1.8924012,23.675499,4.418087
2121,-1.8938992,23.681046,4.414786
2122,-1.8953965,23.686588,4.41149
2123,-1.8968928,23.692127,4.4082
2124,-1.8983883,23.697664,4.4049106
2125,-1.8998829,23.703197,4.401625
2126,-1.9013767,23.708729,4.398347
2127,-1.9028697,23.714256,4.395066
2128,-1.904362,23.71978,4.3917956
2129,-1.9058533,23.725302,4.3885245
2130,-1.9073439,23.73082,4.385258
2131,-1.9088335,23.736334,4.3819966
2132,-1.9103223,23.741846,4.3787374
2133,-1.9118103,23.747355,4.375483
2134,-1.9132974,23.752861,4.3722305
2135,-1.9147837,23.758364,4.368983
2136,-1.9162693,23.763863,4.3657374
2137,-1.9177539,23.76936,4.362497
2138,-1.9192379,23.774853,4.359261
2139,-1.9207208,23.780344,4.3560276
2140,-1.9222031,23.785831,4.3527975
2141,-1.9236845,23.791315,4.3495703
2142,-1.9251649,23.796797,4.346349
2143,-1.9266447,23.802275,4.34313
2144,-1.9281236,23.807749,4.3399134
2145,-1.9296016,23.813221,4.3367
2146,-1.9310788,23.81869,4.3334947
2147,-1.9325551,23.824156,4.3302903
2148,-1.9340307,23.829618,4.3270884
2149,-1.9355054,23.835077,4.323892
2150,-1.9369792,23.840534,4.320698
2151,-1.9384522,23.845987,4.3175063
2152,-1.9399245,23.851439,4.314319
2153,-1.9413959,23.856886,4.3111377
2154,-1.9428664,23.86233,4.307958
2155,-1.9443362,23.867771,4.304781
2156,-1.9458052,23.873209,4.3016105
2157,-1.9472733,23.878645,4.2984414
2158,-1.9487406,23.884077,4.2952757
2159,-1.9502071,23.889505,4.292113
2160,-1.9516727,23.894932,4.288955
2161,-1.9531375,23.900354,4.2858
2162,-1.9546015,23.905775,4.28265
2163,-1.9560647,23.911192,4.279503
